Resistors:  (1, 2, 4, 8)
 14.6 Ohm with 0.00% error  14.6000 using     (8|2)+4+1  +  (40|10)        6.6000 +  8.0000
 14.7 Ohm with 0.10% error  14.7143 using       8+1  +  (40|20|10)         9.0000 +  5.7143
 14.8 Ohm with 0.13% error  14.8190 using    (8|4|2|1)  +  (40+10)|20      0.5333 + 14.2857
 14.9 Ohm with 0.01% error  14.9011 using     (8|2|1)  +  (40+10)|20       0.6154 + 14.2857
 15.0 Ohm with 0.00% error  15.0000 using            8+4+2+1                 15.0000   
 15.1 Ohm with 0.10% error  15.1158 using   8+(4|1)  +  (80+40)|20|10      8.8000 +  6.3158
 15.2 Ohm with 0.06% error  15.2088 using     (8+4)|1  +  (40+10)|20       0.9231 + 14.2857
 15.3 Ohm with 0.10% error  15.3158 using     8+1  +  (80+40)|20|10        9.0000 +  6.3158
 15.4 Ohm with 0.05% error  15.4074 using      8  +  (80+20)|40|10         8.0000 +  7.4074
 15.5 Ohm with 0.10% error  15.5152 using      8|(2+1)  +  (40|20)         2.1818 + 13.3333
 15.6 Ohm with 0.00% error  15.6000 using         (8|2)+4  +  10           5.6000 + 10.0000
 15.7 Ohm with 0.09% error  15.7143 using     (4+1)|2  +  (40+10)|20       1.4286 + 14.2857
 15.8 Ohm with 0.19% error  15.8308 using    (8|2)+4+1  +  (80+40)|10      6.6000 +  9.2308
 15.9 Ohm with 0.14% error  15.9221 using     (8+1)|2  +  (40+10)|20       1.6364 + 14.2857
 16.0 Ohm with 0.00% error  16.0000 using            (80|20)                 16.0000   
 16.1 Ohm with 0.02% error  16.1026 using      (8+1)|4  +  (40|20)         2.7692 + 13.3333
 16.2 Ohm with 0.05% error  16.2074 using   8+(4|1)  +  (80+20)|40|10      8.8000 +  7.4074
 16.3 Ohm with 0.08% error  16.3134 using  8+(4|2|1)  +  80|(40+20)|10     8.5714 +  7.7419
 16.4 Ohm with 0.05% error  16.4074 using     8+1  +  (80+20)|40|10        9.0000 +  7.4074
 16.5 Ohm with 0.01% error  16.5018 using   (8|1)+4  +  (80+10)|40|20      4.8889 + 11.6129
 16.6 Ohm with 0.00% error  16.6000 using        (8|2)+4+1  +  10          6.6000 + 10.0000
 16.7 Ohm with 0.09% error  16.7143 using      8+2+1  +  (40|20|10)       11.0000 +  5.7143
 16.8 Ohm with 0.00% error  16.8000 using       (4|1)  +  (80|20)          0.8000 + 16.0000
 16.9 Ohm with 0.05% error  16.9091 using      (8+2)|1  +  (80|20)         0.9091 + 16.0000
 17.0 Ohm with 0.00% error  17.0000 using         1  +  (80|20)            1.0000 + 16.0000
 17.1 Ohm with 0.03% error  17.1044 using    (8+2)|4|1  +  (80+10)|20      0.7407 + 16.3636
 17.2 Ohm with 0.07% error  17.2121 using     8|(4+1)|2  +  (80|20)        1.2121 + 16.0000
 17.3 Ohm with 0.09% error  17.3158 using    8+2+1  +  (80+40)|20|10      11.0000 +  6.3158
 17.4 Ohm with 0.04% error  17.4074 using     8+2  +  (80+20)|40|10       10.0000 +  7.4074
 17.5 Ohm with 0.04% error  17.5065 using     (8|4|2)  +  (80+10)|20       1.1429 + 16.3636
 17.6 Ohm with 0.00% error  17.6000 using       (8|2)  +  (80|20)          1.6000 + 16.0000
 17.7 Ohm with 0.08% error  17.7143 using     (4|2|1)  +  (80+40)|20       0.5714 + 17.1429
 17.8 Ohm with 0.01% error  17.8022 using    8+(4|2|1)  +  (80+40)|10      8.5714 +  9.2308
 17.9 Ohm with 0.03% error  17.9048 using   (4|2|1)  +  (80+40+10)|20      0.5714 + 17.3333
 18.0 Ohm with 0.00% error  18.0000 using    (2|1)  +  (80+40+10)|20       0.6667 + 17.3333
 18.1 Ohm with 0.04% error  18.1075 using  8|(4+2)|1  +  (80+40+10)|20     0.7742 + 17.3333
 18.2 Ohm with 0.04% error  18.2074 using  8+(4|1)+2  +  (80+20)|40|10    10.8000 +  7.4074
 18.3 Ohm with 0.02% error  18.3041 using    (8+1)|4|2  +  (80+40)|20      1.1613 + 17.1429
 18.4 Ohm with 0.00% error  18.4000 using    (8|2)+(4|1)  +  (80|20)       2.4000 + 16.0000
 18.5 Ohm with 0.01% error  18.5018 using  (8|1)+4+2  +  (80+10)|40|20     6.8889 + 11.6129
 18.6 Ohm with 0.00% error  18.6000 using      (8|2)+1  +  (80|20)         2.6000 + 16.0000
 18.7 Ohm with 0.08% error  18.7143 using      8+4+1  +  (40|20|10)       13.0000 +  5.7143
 18.8 Ohm with 0.00% error  18.8000 using      (4|1)+2  +  (80|20)         2.8000 + 16.0000
 18.9 Ohm with 0.01% error  18.9011 using    (8|2|1)+4  +  (40+10)|20      4.6154 + 14.2857
 19.0 Ohm with 0.00% error  19.0000 using        2+1  +  (80|20)           3.0000 + 16.0000
 19.1 Ohm with 0.09% error  19.1176 using     4+1  +  80|40|(20+10)        5.0000 + 14.1176
 19.2 Ohm with 0.11% error  19.2208 using     (8+2)|4  +  (80+10)|20       2.8571 + 16.3636
 19.3 Ohm with 0.08% error  19.3158 using    8+4+1  +  (80+40)|20|10      13.0000 +  6.3158
 19.4 Ohm with 0.04% error  19.4074 using     8+4  +  (80+20)|40|10       12.0000 +  7.4074
 19.5 Ohm with 0.08% error  19.5152 using   8|(2+1)  +  (80+40+10)|20      2.1818 + 17.3333
 19.6 Ohm with 0.00% error  19.6000 using    (8+1)|(4+2)  +  (80|20)       3.6000 + 16.0000
 19.7 Ohm with 0.07% error  19.7143 using      8+4+2  +  (40|20|10)       14.0000 +  5.7143
 19.8 Ohm with 0.05% error  19.8095 using      (8|4)  +  (80+40)|20        2.6667 + 17.1429
 19.9 Ohm with 0.06% error  19.9121 using     (8+1)|4  +  (80+40)|20       2.7692 + 17.1429
 20.0 Ohm with 0.00% error  20.0000 using               20                   20.0000   
 20.1 Ohm with 0.01% error  20.1026 using   (8+1)|4  +  (80+40+10)|20      2.7692 + 17.3333
 20.2 Ohm with 0.10% error  20.2198 using     8|(4+1)  +  (80+40)|20       3.0769 + 17.1429
 20.3 Ohm with 0.08% error  20.3158 using    8+4+2  +  (80+40)|20|10      14.0000 +  6.3158
 20.4 Ohm with 0.04% error  20.4074 using    8+4+1  +  (80+20)|40|10      13.0000 +  7.4074
 20.5 Ohm with 0.16% error  20.5333 using        (8|4|2|1)  +  20          0.5333 + 20.0000
 20.6 Ohm with 0.06% error  20.6129 using     8+1  +  (80+10)|40|20        9.0000 + 11.6129
 20.7 Ohm with 0.07% error  20.7143 using     8+4+2+1  +  (40|20|10)      15.0000 +  5.7143
 20.8 Ohm with 0.00% error  20.8000 using          (4|1)  +  20            0.8000 + 20.0000
 20.9 Ohm with 0.04% error  20.9091 using         (8+2)|1  +  20           0.9091 + 20.0000
 21.0 Ohm with 0.00% error  21.0000 using            1  +  20              1.0000 + 20.0000
 21.1 Ohm with 0.08% error  21.1176 using    4+2+1  +  80|40|(20+10)       7.0000 + 14.1176
 21.2 Ohm with 0.06% error  21.2121 using        8|(4+1)|2  +  20          1.2121 + 20.0000
 21.3 Ohm with 0.07% error  21.3158 using   8+4+2+1  +  (80+40)|20|10     15.0000 +  6.3158
 21.4 Ohm with 0.03% error  21.4074 using    8+4+2  +  (80+20)|40|10      14.0000 +  7.4074
 21.5 Ohm with 0.26% error  21.5556 using     8+4+(2|1)  +  (80|10)       12.6667 +  8.8889
 21.6 Ohm with 0.00% error  21.6000 using          (8|2)  +  20            1.6000 + 20.0000
 21.7 Ohm with 0.07% error  21.7143 using         (8+4)|2  +  20           1.7143 + 20.0000
 21.8 Ohm with 0.04% error  21.8095 using     (8|4)+2  +  (80+40)|20       4.6667 + 17.1429
 21.9 Ohm with 0.02% error  21.9048 using     8+(4|2|1)  +  (40|20)        8.5714 + 13.3333
 22.0 Ohm with 0.00% error  22.0000 using   (4|2|1)  +  (80|40|20)+10      0.5714 + 21.4286
 22.1 Ohm with 0.08% error  22.1176 using      8  +  80|40|(20+10)         8.0000 + 14.1176
 22.2 Ohm with 0.01% error  22.2028 using  8|(4+2)|1  +  (80|40|20)+10     0.7742 + 21.4286
 22.3 Ohm with 0.08% error  22.3175 using    (8|1)  +  (80|40|20)+10       0.8889 + 21.4286
 22.4 Ohm with 0.00% error  22.4000 using       (8|2)+(4|1)  +  20         2.4000 + 20.0000
 22.5 Ohm with 0.20% error  22.5455 using     (8|4|1)  +  80|(20+10)       0.7273 + 21.8182
 22.6 Ohm with 0.00% error  22.6000 using         (8|2)+1  +  20           2.6000 + 20.0000
 22.7 Ohm with 0.03% error  22.7071 using      (8|1)  +  80|(20+10)        0.8889 + 21.8182
 22.8 Ohm with 0.00% error  22.8000 using         (4|1)+2  +  20           2.8000 + 20.0000
 22.9 Ohm with 0.08% error  22.9176 using   8+(4|1)  +  80|40|(20+10)      8.8000 + 14.1176
 23.0 Ohm with 0.00% error  23.0000 using           2+1  +  20             3.0000 + 20.0000
 23.1 Ohm with 0.05% error  23.1111 using   (8|1)  +  (80|10)+(40|20)      0.8889 + 22.2222
 23.2 Ohm with 0.10% error  23.2222 using     1  +  (80|10)+(40|20)        1.0000 + 22.2222
 23.3 Ohm with 0.14% error  23.3333 using           (40|20)+10               23.3333   
 23.4 Ohm with 0.08% error  23.4182 using      (8|2)  +  80|(20+10)        1.6000 + 21.8182
 23.5 Ohm with 0.14% error  23.5325 using     (8+4)|2  +  80|(20+10)       1.7143 + 21.8182
 23.6 Ohm with 0.00% error  23.6000 using       (8+1)|(4+2)  +  20         3.6000 + 20.0000
 23.7 Ohm with 0.14% error  23.7333 using        8|(4+2+1)  +  20          3.7333 + 20.0000
 23.8 Ohm with 0.08% error  23.8182 using        2  +  80|(20+10)          2.0000 + 21.8182
 23.9 Ohm with 0.02% error  23.9048 using     (4|2|1)  +  (40|20)+10       0.5714 + 23.3333
 24.0 Ohm with 0.00% error  24.0000 using        (80|20)+(40|10)             24.0000   
 24.1 Ohm with 0.03% error  24.1075 using    8|(4+2)|1  +  (40|20)+10      0.7742 + 23.3333
 24.2 Ohm with 0.08% error  24.2182 using   (8|2)+(4|1)  +  80|(20+10)     2.4000 + 21.8182
 24.3 Ohm with 0.07% error  24.3175 using   (8|1)+2  +  (80|40|20)+10      2.8889 + 21.4286
 24.4 Ohm with 0.02% error  24.4040 using  8|(2+1)  +  (80|10)+(40|20)     2.1818 + 22.2222
 24.5 Ohm with 0.02% error  24.5055 using   8|(4+1)  +  (80|40|20)+10      3.0769 + 21.4286
 24.6 Ohm with 0.05% error  24.6129 using    8+4+1  +  (80+10)|40|20      13.0000 + 11.6129
 24.7 Ohm with 0.03% error  24.7071 using     (8|1)+2  +  80|(20+10)       2.8889 + 21.8182
 24.8 Ohm with 0.00% error  24.8000 using   (4|1)  +  (80|20)+(40|10)      0.8000 + 24.0000
 24.9 Ohm with 0.04% error  24.9091 using  (8+2)|1  +  (80|20)+(40|10)     0.9091 + 24.0000
 25.0 Ohm with 0.00% error  25.0000 using     1  +  (80|20)+(40|10)        1.0000 + 24.0000
 25.1 Ohm with 0.04% error  25.1111 using  (8|1)+2  +  (80|10)+(40|20)     2.8889 + 22.2222
 25.2 Ohm with 0.05% error  25.2121 using 8|(4+1)|2  +  (80|20)+(40|10)    1.2121 + 24.0000
 25.3 Ohm with 0.13% error  25.3333 using   (4|2)  +  (80|20)+(40|10)      1.3333 + 24.0000
 25.4 Ohm with 0.05% error  25.4118 using 8|4|(2+1)  +  (80|20)+(40|10)    1.4118 + 24.0000
 25.5 Ohm with 0.06% error  25.5152 using     8|(2+1)  +  (40|20)+10       2.1818 + 23.3333
 25.6 Ohm with 0.00% error  25.6000 using   (8|2)  +  (80|20)+(40|10)      1.6000 + 24.0000
 25.7 Ohm with 0.06% error  25.7143 using  (8+4)|2  +  (80|20)+(40|10)     1.7143 + 24.0000
 25.8 Ohm with 0.04% error  25.8095 using     8+(2|1)  +  (80+40)|20       8.6667 + 17.1429
 25.9 Ohm with 0.02% error  25.9048 using  8+(4|2|1)  +  (80+40+10)|20     8.5714 + 17.3333
 26.0 Ohm with 0.00% error  26.0000 using           (80|20)+10               26.0000   
 26.1 Ohm with 0.01% error  26.1026 using     (8+1)|4  +  (40|20)+10       2.7692 + 23.3333
 26.2 Ohm with 0.08% error  26.2222 using (8|1)+(4|2)  +  (80|20)+(40|10)   2.2222 + 24.0000
 26.3 Ohm with 0.07% error  26.3175 using   (8|1)+4  +  (80|40|20)+10      4.8889 + 21.4286
 26.4 Ohm with 0.00% error  26.4000 using (8|2)+(4|1)  +  (80|20)+(40|10)   2.4000 + 24.0000
 26.5 Ohm with 0.13% error  26.5333 using    (8|4|2|1)  +  (80|20)+10      0.5333 + 26.0000
 26.6 Ohm with 0.00% error  26.6000 using  (8|2)+1  +  (80|20)+(40|10)     2.6000 + 24.0000
 26.7 Ohm with 0.03% error  26.7071 using     (8|1)+4  +  80|(20+10)       4.8889 + 21.8182
 26.8 Ohm with 0.00% error  26.8000 using      (4|1)  +  (80|20)+10        0.8000 + 26.0000
 26.9 Ohm with 0.03% error  26.9091 using     (8+2)|1  +  (80|20)+10       0.9091 + 26.0000
 27.0 Ohm with 0.00% error  27.0000 using        1  +  (80|20)+10          1.0000 + 26.0000
 27.1 Ohm with 0.04% error  27.1111 using  (8|1)+4  +  (80|10)+(40|20)     4.8889 + 22.2222
 27.2 Ohm with 0.00% error  27.2000 using     (8|4|2|1)  +  (80|40)        0.5333 + 26.6667
 27.3 Ohm with 0.12% error  27.3333 using       (2|1)  +  (80|40)          0.6667 + 26.6667
 27.4 Ohm with 0.03% error  27.4074 using     (8+2)|4|1  +  (80|40)        0.7407 + 26.6667
 27.5 Ohm with 0.09% error  27.5238 using      (4+2)|1  +  (80|40)         0.8571 + 26.6667
 27.6 Ohm with 0.00% error  27.6000 using     (8+4+2)|1  +  (80|40)        0.9333 + 26.6667
 27.7 Ohm with 0.05% error  27.7143 using     (8+4)|2  +  (80|20)+10       1.7143 + 26.0000
 27.8 Ohm with 0.02% error  27.8061 using  (8|4|2|1)  +  (80|40|10)+20     0.5333 + 27.2727
 27.9 Ohm with 0.02% error  27.9043 using  (8+4)|2|1  +  (80|40|10)+20     0.6316 + 27.2727
 28.0 Ohm with 0.00% error  28.0000 using           (40|10)+20               28.0000   
 28.1 Ohm with 0.06% error  28.1176 using    8+4+2  +  80|40|(20+10)      14.0000 + 14.1176
 28.2 Ohm with 0.02% error  28.2061 using  (8+4+2)|1  +  (80|40|10)+20     0.9333 + 27.2727
 28.3 Ohm with 0.01% error  28.3030 using      (8+1)|2  +  (80|40)         1.6364 + 26.6667
 28.4 Ohm with 0.00% error  28.4000 using     (8+4+1)|2  +  (80|40)        1.7333 + 26.6667
 28.5 Ohm with 0.12% error  28.5333 using    (8|4|2|1)  +  (40|10)+20      0.5333 + 28.0000
 28.6 Ohm with 0.00% error  28.6000 using     (8|2)+1  +  (80|20)+10       2.6000 + 26.0000
 28.7 Ohm with 0.00% error  28.7013 using   (4+1)|2  +  (80|40|10)+20      1.4286 + 27.2727
 28.8 Ohm with 0.00% error  28.8000 using      (4|1)  +  (40|10)+20        0.8000 + 28.0000
 28.9 Ohm with 0.02% error  28.9044 using    8|(4+1)|2  +  (80+10)|40      1.2121 + 27.6923
 29.0 Ohm with 0.00% error  29.0000 using        1  +  (40|10)+20          1.0000 + 28.0000
 29.1 Ohm with 0.01% error  29.1041 using    8|4|(2+1)  +  (80+10)|40      1.4118 + 27.6923
 29.2 Ohm with 0.01% error  29.2030 using    (8+4)|2|1  +  (80+20)|40      0.6316 + 28.5714
 29.3 Ohm with 0.04% error  29.3122 using    (8+2)|4|1  +  (80+20)|40      0.7407 + 28.5714
 29.4 Ohm with 0.02% error  29.4066 using     (8+4)|2  +  (80+10)|40       1.7143 + 27.6923
 29.5 Ohm with 0.01% error  29.5043 using     (8|2|1)  +  (80|10)+20       0.6154 + 28.8889
 29.6 Ohm with 0.00% error  29.6000 using      (8|2)  +  (40|10)+20        1.6000 + 28.0000
 29.7 Ohm with 0.05% error  29.7143 using     (8|4|2)  +  (80+20)|40       1.1429 + 28.5714
 29.8 Ohm with 0.03% error  29.8095 using    8+4+(2|1)  +  (80+40)|20     12.6667 + 17.1429
 29.9 Ohm with 0.02% error  29.9048 using   (4|2|1)  +  (80+20+10)|40      0.5714 + 29.3333
 30.0 Ohm with 0.00% error  30.0000 using             20+10                  30.0000   
 30.1 Ohm with 0.00% error  30.1010 using    8|(4+1)|2  +  (80|10)+20      1.2121 + 28.8889
 30.2 Ohm with 0.02% error  30.2061 using  (8+2+1)|4  +  (80|40|10)+20     2.9333 + 27.2727
 30.3 Ohm with 0.00% error  30.3007 using    8|4|(2+1)  +  (80|10)+20      1.4118 + 28.8889
 30.4 Ohm with 0.00% error  30.4000 using   (8|2)+(4|1)  +  (40|10)+20     2.4000 + 28.0000
 30.5 Ohm with 0.08% error  30.5253 using     (8+1)|2  +  (80|10)+20       1.6364 + 28.8889
 30.6 Ohm with 0.00% error  30.6000 using     (8|2)+1  +  (40|10)+20       2.6000 + 28.0000
 30.7 Ohm with 0.00% error  30.7013 using   8|(4+2)  +  (80|40|10)+20      3.4286 + 27.2727
 30.8 Ohm with 0.00% error  30.8000 using        (4|1)  +  20+10           0.8000 + 30.0000
 30.9 Ohm with 0.02% error  30.9048 using     (4|2)+1  +  (80+20)|40       2.3333 + 28.5714
 31.0 Ohm with 0.00% error  31.0000 using          1  +  20+10             1.0000 + 30.0000
 31.1 Ohm with 0.04% error  31.1111 using   (8|1)+(4|2)  +  (80|10)+20     2.2222 + 28.8889
 31.2 Ohm with 0.04% error  31.2121 using      8|(4+1)|2  +  20+10         1.2121 + 30.0000
 31.3 Ohm with 0.01% error  31.3026 using    (8|4|2|1)  +  80|(40+10)      0.5333 + 30.7692
 31.4 Ohm with 0.00% error  31.4008 using    (8+4)|2|1  +  80|(40+10)      0.6316 + 30.7692
 31.5 Ohm with 0.02% error  31.5048 using    (8+2+1)|4  +  (80+20)|40      2.9333 + 28.5714
 31.6 Ohm with 0.00% error  31.6000 using        (8|2)  +  20+10           1.6000 + 30.0000
 31.7 Ohm with 0.01% error  31.7026 using    (8+4+2)|1  +  80|(40+10)      0.9333 + 30.7692
 31.8 Ohm with 0.06% error  31.8182 using       8+2  +  80|(20+10)        10.0000 + 21.8182
 31.9 Ohm with 0.01% error  31.9048 using   (8|4)+(2|1)  +  (80+20)|40     3.3333 + 28.5714
 32.0 Ohm with 0.00% error  32.0000 using          2  +  20+10             2.0000 + 30.0000
 32.1 Ohm with 0.01% error  32.1026 using      (4|2)  +  80|(40+10)        1.3333 + 30.7692
 32.2 Ohm with 0.07% error  32.2222 using     (8|1)+(4|2)  +  20+10        2.2222 + 30.0000
 32.3 Ohm with 0.01% error  32.3048 using    8|(4+2+1)  +  (80+20)|40      3.7333 + 28.5714
 32.4 Ohm with 0.00% error  32.4000 using     (8|2)+(4|1)  +  20+10        2.4000 + 30.0000
 32.5 Ohm with 0.01% error  32.5026 using    (8+4+1)|2  +  80|(40+10)      1.7333 + 30.7692
 32.6 Ohm with 0.00% error  32.6000 using       (8|2)+1  +  20+10          2.6000 + 30.0000
 32.7 Ohm with 0.08% error  32.7273 using      (8|4|1)+2  +  20+10         2.7273 + 30.0000
 32.8 Ohm with 0.00% error  32.8000 using       (4|1)+2  +  20+10          2.8000 + 30.0000
 32.9 Ohm with 0.04% error  32.9121 using    (8|4|2)+1  +  80|(40+10)      2.1429 + 30.7692
 33.0 Ohm with 0.00% error  33.0000 using         2+1  +  20+10            3.0000 + 30.0000
 33.1 Ohm with 0.01% error  33.1026 using     (4|2)+1  +  80|(40+10)       2.3333 + 30.7692
 33.2 Ohm with 0.07% error  33.2222 using   8+2+1  +  (80|10)+(40|20)     11.0000 + 22.2222
 33.3 Ohm with 0.10% error  33.3333 using        (80|40)+(20|10)             33.3333   
 33.4 Ohm with 0.09% error  33.4286 using       8|(4+2)  +  20+10          3.4286 + 30.0000
 33.5 Ohm with 0.01% error  33.5043 using    (8|2|1)+4  +  (80|10)+20      4.6154 + 28.8889
 33.6 Ohm with 0.00% error  33.6000 using     (8+1)|(4+2)  +  20+10        3.6000 + 30.0000
 33.7 Ohm with 0.01% error  33.7026 using    (8+2+1)|4  +  80|(40+10)      2.9333 + 30.7692
 33.8 Ohm with 0.05% error  33.8182 using       8+4  +  80|(20+10)        12.0000 + 21.8182
 33.9 Ohm with 0.01% error  33.9048 using  (4|2|1)  +  (80|40)+(20|10)     0.5714 + 33.3333
 34.0 Ohm with 0.00% error  34.0000 using   (2|1)  +  (80|40)+(20|10)      0.6667 + 33.3333
 34.1 Ohm with 0.01% error  34.1026 using   (8|4)+(2|1)  +  80|(40+10)     3.3333 + 30.7692
 34.2 Ohm with 0.06% error  34.2222 using   (8|1)  +  (80|40)+(20|10)      0.8889 + 33.3333
 34.3 Ohm with 0.10% error  34.3333 using     1  +  (80|40)+(20|10)        1.0000 + 33.3333
 34.4 Ohm with 0.08% error  34.4286 using    8+4+1  +  (80|40|20)+10      13.0000 + 21.4286
 34.5 Ohm with 0.01% error  34.5026 using    8|(4+2+1)  +  80|(40+10)      3.7333 + 30.7692
 34.6 Ohm with 0.00% error  34.6000 using    (8|2)+4+1  +  (40|10)+20      6.6000 + 28.0000
 34.7 Ohm with 0.13% error  34.7451 using 8|4|(2+1)  +  (80|40)+(20|10)    1.4118 + 33.3333
 34.8 Ohm with 0.00% error  34.8000 using     8+(4|1)  +  (80|20)+10       8.8000 + 26.0000
 34.9 Ohm with 0.00% error  34.9011 using     (8|2|1)  +  80|(40+20)       0.6154 + 34.2857
 35.0 Ohm with 0.00% error  35.0000 using         4+1  +  20+10            5.0000 + 30.0000
 35.1 Ohm with 0.12% error  35.1429 using     (4+2)|1  +  80|(40+20)       0.8571 + 34.2857
 35.2 Ohm with 0.02% error  35.2088 using     (8+4)|1  +  80|(40+20)       0.9231 + 34.2857
 35.3 Ohm with 0.09% error  35.3333 using     2  +  (80|40)+(20|10)        2.0000 + 33.3333
 35.4 Ohm with 0.08% error  35.4286 using     (8|4|2)  +  80|(40+20)       1.1429 + 34.2857
 35.5 Ohm with 0.04% error  35.5152 using  8|(2+1)  +  (80|40)+(20|10)     2.1818 + 33.3333
 35.6 Ohm with 0.00% error  35.6000 using       (8|2)+4  +  20+10          5.6000 + 30.0000
 35.7 Ohm with 0.04% error  35.7143 using     (4+1)|2  +  80|(40+20)       1.4286 + 34.2857
 35.8 Ohm with 0.05% error  35.8182 using      8+4+2  +  80|(20+10)       14.0000 + 21.8182
 35.9 Ohm with 0.06% error  35.9221 using     (8+1)|2  +  80|(40+20)       1.6364 + 34.2857
 36.0 Ohm with 0.00% error  36.0000 using        (80+10)|(40+20)             36.0000   
 36.1 Ohm with 0.01% error  36.1026 using  (8+1)|4  +  (80|40)+(20|10)     2.7692 + 33.3333
 36.2 Ohm with 0.06% error  36.2222 using  (8|1)+2  +  (80|40)+(20|10)     2.8889 + 33.3333
 36.3 Ohm with 0.09% error  36.3333 using    2+1  +  (80|40)+(20|10)       3.0000 + 33.3333
 36.4 Ohm with 0.03% error  36.4103 using  8|(4+1)  +  (80|40)+(20|10)     3.0769 + 33.3333
 36.5 Ohm with 0.02% error  36.5079 using   (8|1)+(4|2)  +  80|(40+20)     2.2222 + 34.2857
 36.6 Ohm with 0.00% error  36.6000 using      (8|2)+4+1  +  20+10         6.6000 + 30.0000
 36.7 Ohm with 0.07% error  36.7273 using  (8|4|1)  +  (80+10)|(40+20)     0.7273 + 36.0000
 36.8 Ohm with 0.00% error  36.8000 using   (4|1)  +  (80+10)|(40+20)      0.8000 + 36.0000
 36.9 Ohm with 0.02% error  36.9091 using  (8+2)|1  +  (80+10)|(40+20)     0.9091 + 36.0000
 37.0 Ohm with 0.00% error  37.0000 using     1  +  (80+10)|(40+20)        1.0000 + 36.0000
 37.1 Ohm with 0.12% error  37.1429 using  (8|4|2)  +  (80+10)|(40+20)     1.1429 + 36.0000
 37.2 Ohm with 0.00% error  37.2000 using    (8|4|2|1)  +  (80|40)+10      0.5333 + 36.6667
 37.3 Ohm with 0.09% error  37.3333 using         80|(40+20+10)              37.3333   
 37.4 Ohm with 0.02% error  37.4074 using    (8+2)|4|1  +  (80|40)+10      0.7407 + 36.6667
 37.5 Ohm with 0.06% error  37.5238 using     (4+2)|1  +  (80|40)+10       0.8571 + 36.6667
 37.6 Ohm with 0.00% error  37.6000 using    (8+4+2)|1  +  (80|40)+10      0.9333 + 36.6667
 37.7 Ohm with 0.04% error  37.7143 using  (8+4)|2  +  (80+10)|(40+20)     1.7143 + 36.0000
 37.8 Ohm with 0.03% error  37.8095 using     (8|4|2)  +  (80|40)+10       1.1429 + 36.6667
 37.9 Ohm with 0.01% error  37.9048 using   (4|2|1)  +  80|(40+20+10)      0.5714 + 37.3333
 38.0 Ohm with 0.00% error  38.0000 using    (2|1)  +  80|(40+20+10)       0.6667 + 37.3333
 38.1 Ohm with 0.02% error  38.1075 using  8|(4+2)|1  +  80|(40+20+10)     0.7742 + 37.3333
 38.2 Ohm with 0.06% error  38.2222 using    (8|1)  +  80|(40+20+10)       0.8889 + 37.3333
 38.3 Ohm with 0.01% error  38.3030 using     (8+1)|2  +  (80|40)+10       1.6364 + 36.6667
 38.4 Ohm with 0.00% error  38.4000 using    (8+4+1)|2  +  (80|40)+10      1.7333 + 36.6667
 38.5 Ohm with 0.12% error  38.5455 using  8|(4+1)|2  +  80|(40+20+10)     1.2121 + 37.3333
 38.6 Ohm with 0.00% error  38.6000 using  (8|2)+1  +  (80+10)|(40+20)     2.6000 + 36.0000
 38.7 Ohm with 0.07% error  38.7273 using (8|4|1)+2  +  (80+10)|(40+20)    2.7273 + 36.0000
 38.8 Ohm with 0.00% error  38.8000 using  (4|1)+2  +  (80+10)|(40+20)     2.8000 + 36.0000
 38.9 Ohm with 0.00% error  38.9011 using    (8|2|1)+4  +  80|(40+20)      4.6154 + 34.2857
 39.0 Ohm with 0.00% error  39.0000 using     (4|2)+1  +  (80|40)+10       2.3333 + 36.6667
 39.1 Ohm with 0.19% error  39.1746 using     (8|1)+4  +  80|(40+20)       4.8889 + 34.2857
 39.2 Ohm with 0.06% error  39.2222 using    8+(4|2)+1  +  (80|10)+20     10.3333 + 28.8889
 39.3 Ohm with 0.08% error  39.3333 using      2  +  80|(40+20+10)         2.0000 + 37.3333
 39.4 Ohm with 0.07% error  39.4286 using  8|(4+2)  +  (80+10)|(40+20)     3.4286 + 36.0000
 39.5 Ohm with 0.04% error  39.5152 using   8|(2+1)  +  80|(40+20+10)      2.1818 + 37.3333
 39.6 Ohm with 0.00% error  39.6000 using    (8+2+1)|4  +  (80|40)+10      2.9333 + 36.6667
 39.7 Ohm with 0.08% error  39.7333 using (8|2)+(4|1)  +  80|(40+20+10)    2.4000 + 37.3333
 39.8 Ohm with 0.22% error  39.8857 using     (8|2)+4  +  80|(40+20)       5.6000 + 34.2857
 39.9 Ohm with 0.08% error  39.9333 using   (8|2)+1  +  80|(40+20+10)      2.6000 + 37.3333
 40.0 Ohm with 0.00% error  40.0000 using               40                   40.0000   
 40.1 Ohm with 0.01% error  40.1026 using   (8+1)|4  +  80|(40+20+10)      2.7692 + 37.3333
 40.2 Ohm with 0.06% error  40.2222 using   (8|1)+2  +  80|(40+20+10)      2.8889 + 37.3333
 40.3 Ohm with 0.08% error  40.3333 using     2+1  +  80|(40+20+10)        3.0000 + 37.3333
 40.4 Ohm with 0.00% error  40.4000 using    8|(4+2+1)  +  (80|40)+10      3.7333 + 36.6667
 40.5 Ohm with 0.08% error  40.5333 using        (8|4|2|1)  +  40          0.5333 + 40.0000
 40.6 Ohm with 0.04% error  40.6154 using         (8|2|1)  +  40           0.6154 + 40.0000
 40.7 Ohm with 0.07% error  40.7273 using         (8|4|1)  +  40           0.7273 + 40.0000
